year	category	procedure	county	hospital	address	discharge_count	median_length_in_days	median_charge_per_stay
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	LANCASTER COMMUNITY HOSPITAL	43830 NORTH 10TH STREET WEST, LANCASTER, 93534	31	3.0	87155
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	LONG BEACH MEMORIAL MEDICAL CENTER	2801 ATLANTIC AVENUE, LONG BEACH, 90806	282	4.0	75004
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	LOS ANGELES METROPOLITAN MEDICAL CENTER	2231 SOUTH WESTERN AVENUE, LOS ANGELES, 90018	1	10.0	111975
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	MARINA DEL REY HOSPITAL	4650 LINCOLN BOULEVARD, MARINA DEL REY, 90291	352	3.0	123494
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	MEMORIAL HOSPITAL OF GARDENA	1145 W. REDONDO BEACH BLVD., GARDENA, 90247	8	1.5	37760
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	METHODIST HOSPITAL OF SOUTHERN CALIFORNIA	300 WEST HUNTINGTON DRIVE, ARCADIA, 91007	57	3.0	83218
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	MIRACLE MILE MEDICAL CENTER	6000 SAN VICENTE BOULEVARD, LOS ANGELES, 90036	94	4.0	70605
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	MISSION COMMUNITY HOSPITAL - PANORAMA CAMPUS	14850 ROSCOE BOULEVARD, PANORAMA CITY, 91402	81	4.0	112675
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	MONROVIA MEMORIAL HOSPITAL	323 SOUTH HELIOTROPE AVENUE, MONROVIA, 91016	2	3.5	71652
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	NORTHRIDGE HOSPITAL MEDICAL CENTER	18300 ROSCOE BOULEVARD, NORTHRIDGE, 91328	139	4.0	240579
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	OLYMPIA MEDICAL CENTER	5900 WEST OLYMPIA BLVD, LOS ANGELES, 90036	111	4.0	163808
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	PACIFIC ALLIANCE MEDICAL CENTER, INC.	531 WEST COLLEGE STREET, LOS ANGELES, 90012	19	5.0	61645
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	PACIFIC HOSPITAL OF LONG BEACH	2776 PACIFIC AVENUE, LONG BEACH, 90806	454	4.0	105112
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	PACIFICA HOSPITAL OF THE VALLEY	9449 SAN FERNANDO ROAD, SUN VALLEY, 91352	3	4.0	76222
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	POMONA VALLEY HOSPITAL MEDICAL CENTER	1798 NORTH GAREY AVENUE, POMONA, 91767	131	3.0	135579
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	PRESBYTERIAN INTERCOMMUNITY HOSPITAL	12401 EAST WASHINGTON BLVD., WHITTIER, 90602	183	4.0	166415
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	PROVIDENCE HOLY CROSS MEDICAL CENTER	15031 RINALDI STREET, MISSION HILLS, 91345	70	3.0	120583
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	PROVIDENCE LITTLE COMPANY OF MARY MC - SAN PEDRO	1300 WEST SEVENTH STREET, SAN PEDRO, 90732	11	4.0	79995
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	PROVIDENCE LITTLE COMPANY OF MARY MC - TORRANCE	4101 TORRANCE BOULEVARD, TORRANCE, 90503	200	3.0	92144
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	PROVIDENCE SAINT JOSEPH MEDICAL CENTER	501 SO. BUENA VISTA, BURBANK, 91505-4866	132	2.5	124219
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	PROVIDENCE TARZANA MEDICAL CENTER	18321 CLARK STREET, TARZANA, 91356	7	2.0	61934
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	RONALD REAGAN UCLA MEDICAL CENTER	757 WESTWOOD PLAZA, LOS ANGELES, 90095	29	5.0	118900
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	SAN DIMAS COMMUNITY HOSPITAL	1350 WEST COVINA BOULEVARD, SAN DIMAS, 91773	9	3.0	152594
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	SAN GABRIEL VALLEY MEDICAL CENTER	438 W. LAS TUNAS DRIVE, SAN GABRIEL, 91776	43	4.0	144582
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	SANTA MONICA - UCLA MEDICAL CENTER & ORTHOPAEDIC HOSPITAL	1250 16TH STREET, SANTA MONICA, 90404	328	3.0	79587
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	SHERMAN OAKS HOSPITAL	4929 VAN NUYS BOULEVARD, SHERMAN OAKS, 91403	13	3.0	135412
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	SHRINERS HOSPITAL FOR  CHILDREN - L.A.	3160 GENEVA STREET, LOS ANGELES, 90020-1199	40	7.0	0
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	SILVER LAKE MEDICAL CENTER-DOWNTOWN CAMPUS	1711 WEST TEMPLE STREET, LOS ANGELES, 90026	4	2.5	71968
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	ST. FRANCIS MEDICAL CENTER	3630 IMPERIAL HIGHWAY, LYNWOOD, 90262	11	3.0	65497
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	ST. JOHN'S HEALTH CENTER	2121 Santa Monica Blvd, SANTA MONICA, 90404	474	4.0	81432
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	ST. MARY MEDICAL CENTER	1050 LINDEN AVENUE, BOX 887, LONG BEACH, 90801	11	4.0	96452
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	ST. VINCENT MEDICAL CENTER	2131 WEST 3RD STREET, LOS ANGELES, 90057	80	4.0	101059
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	TEMPLE COMMUNITY HOSPITAL	235 NORTH HOOVER STREET, LOS ANGELES, 90004	31	3.0	76019
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	TORRANCE MEMORIAL MEDICAL CENTER	3330 WEST LOMITA BOULEVARD, TORRANCE, 90505-5073	136	2.5	60346
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	TRI-CITY REGIONAL MEDICAL CENTER	21530 SOUTH PIONEER BOULEVARD, HAWAIIAN GARDENS, 90716	93	3.0	98556
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	USC UNIVERSITY HOSPITAL	1500 SAN PABLO STREET, LOS ANGELES, 90033	165	6.0	197918
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	VALLEY PRESBYTERIAN HOSPITAL	15107 VAN OWEN STREET, VAN NUYS, 91405	73	2.0	68346
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	VERDUGO HILLS HOSPITAL	1812 VERDUGO BOULEVARD, GLENDALE, 91208	4	2.0	53282
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	WEST HILLS HOSPITAL AND MEDICAL CENTER	7300 MEDICAL CENTER DRIVE, CANOGA PARK, 91307	41	1.0	86322
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	WHITE MEMORIAL MEDICAL CENTER	1720 CESAR E. CHAVEZ AVENUE, LOS ANGELES, 90033	53	4.0	136660
2008	Skeletal Procedures	Spinal Fusions (any level)	Los Angeles	WHITTIER HOSPITAL MEDICAL CENTER	9080 COLIMA ROAD, WHITTIER, 90605	20	4.0	191660
2008	Skeletal Procedures	Spinal Fusions (any level)	Madera	CHILDREN'S HOSPITAL CENTRAL CALIFORNIA	9300 VALLEY CHILDREN'S PLACE, MADERA, 93638	68	5.5	89809
2008	Skeletal Procedures	Spinal Fusions (any level)	Marin	MARIN GENERAL HOSPITAL	250 BON AIR ROAD, GREENBRAE, 94904	37	5.0	233477
2008	Skeletal Procedures	Spinal Fusions (any level)	Mendocino	FRANK R HOWARD MEMORIAL HOSPITAL	1 MADRONE STREET, WILLITS, 95490	35	2.0	61395
2008	Skeletal Procedures	Spinal Fusions (any level)	Monterey	COMMUNITY HOSPITAL MONTEREY PENINSULA	23625 W. R. HOLMAN HIGHWAY, MONTEREY, 93940	216	3.0	75420
2008	Skeletal Procedures	Spinal Fusions (any level)	Monterey	SALINAS VALLEY MEMORIAL HOSPITAL	450 EAST ROMIE LANE, SALINAS, 93901	216	3.0	75152
2008	Skeletal Procedures	Spinal Fusions (any level)	Napa	QUEEN OF THE VALLEY HOSPITAL - NAPA	1000 TRANCAS STREET, NAPA, 94558	46	3.0	123330
2008	Skeletal Procedures	Spinal Fusions (any level)	Napa	ST. HELENA HOSPITAL	10 WOODLAND RD., ST. HELENA, 94574	7	3.0	237367
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	AHMC ANAHEIM REGIONAL MEDICAL CENTER	1111 WEST LA PALMA AVENUE, ANAHEIM, 92801	1	2.0	139984
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	CHAPMAN MEDICAL CENTER	2601 EAST CHAPMAN AVENUE, ORANGE, 92669	48	3.0	62698
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	CHILDREN'S HOSPITAL OF ORANGE COUNTY	455 SO. MAIN STREET, ORANGE, 92668	80	5.0	201379
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	FOUNTAIN VALLEY RGNL HOSP AND MED CTR - EUCLID	17100 EUCLID STREET, FOUNTAIN VALLEY, 92708	170	4.0	163801
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	GARDEN GROVE HOSPITAL AND MEDICAL CENTER	12601 GARDEN GROVE BLVD., GARDEN GROVE, 92643-1959	2	7.5	174266
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	HOAG HOSPITAL IRVINE	16200 SAND CANYON AVENUE, IRVINE, 92718	143	3.0	145942
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	HOAG MEMORIAL HOSPITAL PRESBYTERIAN	ONE HOAG DRIVE, NEWPORT BEACH, 92663	453	4.0	87595
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	KAISER FND HOSP - ANAHEIM	441 LAKEVIEW AVENUE, ANAHEIM, 92807	58	2.0	0
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	LOS ALAMITOS MEDICAL CENTER	3751 KATELLA AVENUE, LOS ALAMITOS, 90720	3	2.0	57726
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	MISSION HOSPITAL LAGUNA BEACH	31872 COAST HIGHWAY, LAGUNA BEACH, 92677	6	3.0	70550
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	MISSION HOSPITAL REGIONAL MEDICAL CENTER	27700 MEDICAL CENTER ROAD, MISSION VIEJO, 92691	249	2.0	100225
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	NEWPORT SPECIALTY HOSPITAL	14662 NEWPORT AVENUE, TUSTIN, 92680	3	3.0	53860
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	ORANGE COAST MEMORIAL MEDICAL CENTER	9920 TALBERT AVENUE, FOUNTAIN VALLEY, 92708	75	3.0	93205
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	PLACENTIA LINDA HOSPITAL	1301 NORTH ROSE DRIVE, PLACENTIA, 92670	3	1.0	54806
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	SADDLEBACK MEMORIAL MEDICAL CENTER	24451 HEALTH CENTER DRIVE, LAGUNA HILLS, 92653	155	3.0	66779
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	ST. JOSEPH HOSPITAL - ORANGE	1100 WEST STEWART DRIVE, ORANGE, 92868	514	3.0	120308
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	ST. JUDE MEDICAL CENTER	101 EAST VALENCIA MESA DRIVE, FULLERTON, 92835	236	3.0	91010
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	UNIVERSITY OF CALIFORNIA IRVINE MEDICAL CENTER	101 CITY DRIVE SOUTH, ORANGE, 92668	133	4.0	222852
2008	Skeletal Procedures	Spinal Fusions (any level)	Orange	WESTERN MEDICAL CENTER - SANTA ANA	1001 NORTH TUSTIN AVENUE, SANTA ANA, 92705	59	2.0	82079
2008	Skeletal Procedures	Spinal Fusions (any level)	Placer	SUTTER AUBURN FAITH HOSPITAL	11815 EDUCATION STREET, AUBURN, 95602	11	4.0	95188
2008	Skeletal Procedures	Spinal Fusions (any level)	Placer	SUTTER ROSEVILLE MEDICAL CENTER	ONE MEDICAL PLAZA, ROSEVILLE, 95661	174	3.0	118264
2008	Skeletal Procedures	Spinal Fusions (any level)	Riverside	CORONA REGIONAL MEDICAL CENTER-MAIN	800 SOUTH MAIN STREET, CORONA, 92882	1	1.0	56178
2008	Skeletal Procedures	Spinal Fusions (any level)	Riverside	DESERT REGIONAL MEDICAL CENTER	1150 NORTH INDIAN CANYON DRIVE, PALM SPRINGS, 92262	14	3.0	191324
2008	Skeletal Procedures	Spinal Fusions (any level)	Riverside	EISENHOWER MEDICAL CENTER	39-000 BOB HOPE DRIVE, RANCHO MIRAGE, 92270	276	3.0	125092
2008	Skeletal Procedures	Spinal Fusions (any level)	Riverside	PARKVIEW COMMUNITY HOSPITAL MEDICAL CENTER	3865 JACKSON STREET, RIVERSIDE, 92503	155	4.0	89905
2008	Skeletal Procedures	Spinal Fusions (any level)	Riverside	RIVERSIDE COMMUNITY HOSPITAL	4445 MAGNOLIA AVENUE, RIVERSIDE, 92501	343	3.0	84536
2008	Skeletal Procedures	Spinal Fusions (any level)	Riverside	RIVERSIDE COUNTY REGIONAL MEDICAL CENTER	26520 CACTUS AVENUE, MORENO VALLEY, 92555	94	4.0	104762
2008	Skeletal Procedures	Spinal Fusions (any level)	Riverside	SOUTHWEST HEALTHCARE SYSTEM-MURRIETA	25500 MEDICAL CENTER DRIVE, MURRIETA, 92562	126	3.0	77658
2008	Skeletal Procedures	Spinal Fusions (any level)	Sacramento	KAISER FND HOSP - SACRAMENTO/ROSEVILLE-MORSE	2025 MORSE AVENUE, SACRAMENTO, 95825	451	4.0	0
2008	Skeletal Procedures	Spinal Fusions (any level)	Sacramento	KAISER FND HOSP - SOUTH SACRAMENTO	6600 BRUCEVILLE ROAD, SACRAMENTO, 95823	3	1.0	0
2008	Skeletal Procedures	Spinal Fusions (any level)	Sacramento	MERCY GENERAL HOSPITAL	4001 J STREET, SACRAMENTO, 95819	330	3.0	161090
2008	Skeletal Procedures	Spinal Fusions (any level)	Sacramento	MERCY SAN JUAN HOSPITAL	6501 COYLE AVENUE, CARMICHAEL, 95608	9	4.0	184690
2008	Skeletal Procedures	Spinal Fusions (any level)	Sacramento	METHODIST HOSPITAL OF SACRAMENTO	7500 HOSPITAL DRIVE, SACRAMENTO, 95823	1	6.0	79932
2008	Skeletal Procedures	Spinal Fusions (any level)	Sacramento	SHRINERS HOSPITALS FOR CHILDREN NORTHERN CALIF.	2425 STOCKTON BLVD, SACRAMENTO, 95817	73	8.0	0
2008	Skeletal Procedures	Spinal Fusions (any level)	Sacramento	SUTTER GENERAL HOSPITAL	2801 L STREET, SACRAMENTO, 95816	375	3.0	120749
2008	Skeletal Procedures	Spinal Fusions (any level)	Sacramento	SUTTER MEMORIAL HOSPITAL	5151 F STREET, SACRAMENTO, 95819	136	3.0	154817
2008	Skeletal Procedures	Spinal Fusions (any level)	Sacramento	UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER	2315 STOCKTON BOULEVARD, SACRAMENTO, 95817	432	4.0	166839
2008	Skeletal Procedures	Spinal Fusions (any level)	San Bernardino	ARROWHEAD REGIONAL MEDICAL CENTER	400 N. PEPPER AVENUE, COLTON, 92324-1816	22	3.5	104156
2008	Skeletal Procedures	Spinal Fusions (any level)	San Bernardino	DESERT VALLEY HOSPITAL	16850 BEAR VALLEY ROAD, VICTORVILLE, 92392	1	1.0	120050
2008	Skeletal Procedures	Spinal Fusions (any level)	San Bernardino	KAISER FND HOSP - FONTANA	9961 SIERRA AVENUE, FONTANA, 92335	74	1.0	0
2008	Skeletal Procedures	Spinal Fusions (any level)	San Bernardino	KINDRED HOSPITAL RANCHO	10841 WHITE OAK AVENUE, RANCHO CUCAMONGA, 91730	49	4.0	86722
2008	Skeletal Procedures	Spinal Fusions (any level)	San Bernardino	LOMA LINDA UNIVERSITY MEDICAL CENTER	11234 ANDERSON STREET, LOMA LINDA, 92354	264	3.0	118655
2008	Skeletal Procedures	Spinal Fusions (any level)	San Bernardino	MONTCLAIR HOSPITAL MEDICAL CENTER	5000 SAN BERNARDINO STREET, MONTCLAIR, 91763	1	2.0	31994
2008	Skeletal Procedures	Spinal Fusions (any level)	San Bernardino	REDLANDS COMMUNITY HOSPITAL	350 TERRACINA BOULEVARD, REDLANDS, 92373	121	3.0	56701
2008	Skeletal Procedures	Spinal Fusions (any level)	San Bernardino	SAN ANTONIO COMMUNITY HOSPITAL	999 SAN BERNARDINO ROAD, UPLAND, 91786	101	3.0	66693
2008	Skeletal Procedures	Spinal Fusions (any level)	San Bernardino	ST. BERNARDINE MEDICAL CENTER	2101 NORTH WATERMAN AVENUE, SAN BERNARDINO, 92404	174	3.0	79171
2008	Skeletal Procedures	Spinal Fusions (any level)	San Bernardino	ST. MARY REGIONAL MEDICAL CENTER	18300 HIGHWAY 18, APPLE VALLEY, 92307	106	3.0	90852
2008	Skeletal Procedures	Spinal Fusions (any level)	San Bernardino	VICTOR VALLEY COMMUNITY HOSPITAL	15248 ELEVENTH STREET, VICTORVILLE, 92392	20	2.0	51040
2008	Skeletal Procedures	Spinal Fusions (any level)	San Diego	ALVARADO HOSPITAL	6655 ALVARADO ROAD, SAN DIEGO, 92120-5298	40	3.0	97972
2008	Skeletal Procedures	Spinal Fusions (any level)	San Diego	GROSSMONT HOSPITAL	5555 GROSSMONT CENTER DRIVE, LA MESA, 91942	307	3.0	95441
2008	Skeletal Procedures	Spinal Fusions (any level)	San Diego	KAISER FND HOSP - SAN DIEGO	4647 ZION AVENUE, SAN DIEGO, 92120	178	3.5	0
2008	Skeletal Procedures	Spinal Fusions (any level)	San Diego	PALOMAR MEDICAL CENTER	555 E. VALLEY PARKWAY, ESCONDIDO, 92025	159	3.0	72690
2008	Skeletal Procedures	Spinal Fusions (any level)	San Diego	POMERADO HOSPITAL	15615 POMERADO ROAD, POWAY, 92064	13	5.0	88698
2008	Skeletal Procedures	Spinal Fusions (any level)	San Diego	RADY CHILDREN'S HOSPITAL - SAN DIEGO	3020 CHILDREN'S WAY, SAN DIEGO, 92123	125	6.0	147092
2008	Skeletal Procedures	Spinal Fusions (any level)	San Diego	SCRIPPS GREEN HOSPITAL	10666 NORTH TORREY PINES ROAD, LA JOLLA, 92037	338	3.0	80029
2008	Skeletal Procedures	Spinal Fusions (any level)	San Diego	SCRIPPS MEMORIAL HOSPITAL - ENCINITAS	354 SANTA FE DRIVE, ENCINITAS, 92024	155	3.0	109662
2008	Skeletal Procedures	Spinal Fusions (any level)	San Diego	SCRIPPS MEMORIAL HOSPITAL - LA JOLLA	9888 GENESEE AVENUE, LA JOLLA, 92037	300	3.0	127448
2008	Skeletal Procedures	Spinal Fusions (any level)	San Diego	SCRIPPS MERCY HOSPITAL	4077 FIFTH AVENUE, SAN DIEGO, 92103-2180	328	3.0	98283
2008	Skeletal Procedures	Spinal Fusions (any level)	San Diego	SCRIPPS MERCY HOSPITAL - CHULA VISTA	435 H STREET, CHULA VISTA, 91910	31	3.0	140236
2008	Skeletal Procedures	Spinal Fusions (any level)	San Diego	SHARP CHULA VISTA MEDICAL CENTER	751 MEDICAL CENTER COURT, CHULA VISTA, 91911	69	4.0	104913
2008	Skeletal Procedures	Spinal Fusions (any level)	San Diego	SHARP MEMORIAL HOSPITAL	7901 FROST STREET, SAN DIEGO, 92123	346	3.0	99060
2008	Skeletal Procedures	Spinal Fusions (any level)	San Diego	TRI-CITY MEDICAL CENTER	4002 VISTA WAY, OCEANSIDE, 92056	195	3.0	100587
2008	Skeletal Procedures	Spinal Fusions (any level)	San Diego	UNIVERSITY OF CALIF-SAN DIEGO MEDICAL CENTER	200 WEST ARBOR DRIVE, SAN DIEGO, 92103	282	4.0	89795
2008	Skeletal Procedures	Spinal Fusions (any level)	San Francisco	CALIFORNIA PACIFIC MED CTR-PACIFIC CAMPUS	2333 BUCHANAN STREET, SAN FRANCISCO, 94115	142	3.0	81743
2008	Skeletal Procedures	Spinal Fusions (any level)	San Francisco	CALIFORNIA PACIFIC MEDICAL CENTER - ST. LUKE'S CAMPUS	3555 CESAR CHAVEZ STREET, SAN FRANCISCO, 94110	1	9.0	202815
2008	Skeletal Procedures	Spinal Fusions (any level)	San Francisco	SAN FRANCISCO GENERAL HOSPITAL	1001 POTRERO AVENUE, SAN FRANCISCO, 94110	13	4.0	106396
2008	Skeletal Procedures	Spinal Fusions (any level)	San Francisco	ST. FRANCIS MEMORIAL HOSPITAL	900 HYDE STREET, SAN FRANCISCO, 94109	128	4.0	162445
2008	Skeletal Procedures	Spinal Fusions (any level)	San Francisco	ST. MARY'S MEDICAL CENTER, SAN FRANCISCO	450 STANYAN STREET, SAN FRANCISCO, 94117	115	5.0	213903
2008	Skeletal Procedures	Spinal Fusions (any level)	San Francisco	UCSF MEDICAL CENTER	505 PARNASSUS AVENUE, SAN FRANCISCO, 94122	714	4.0	133258
2008	Skeletal Procedures	Spinal Fusions (any level)	San Joaquin	DAMERON HOSPITAL	525 WEST ACACIA, STOCKTON, 95203	108	3.0	145348
2008	Skeletal Procedures	Spinal Fusions (any level)	San Joaquin	DOCTORS HOSPITAL OF MANTECA	1205 EAST NORTH STREET, MANTECA, 95336	10	1.0	79962
2008	Skeletal Procedures	Spinal Fusions (any level)	San Joaquin	SAN JOAQUIN GENERAL HOSPITAL	500 WEST HOSPITAL ROAD, FRENCH CAMP, 95231	12	2.0	26048
2008	Skeletal Procedures	Spinal Fusions (any level)	San Joaquin	ST. JOSEPH'S MEDICAL CENTER OF STOCKTON	1800 NORTH CALIFORNIA STREET, STOCKTON, 95204	149	3.0	98968
2008	Skeletal Procedures	Spinal Fusions (any level)	San Luis Obispo	SIERRA VISTA REGIONAL MEDICAL CENTER	1010 MURRAY STREET, SAN LUIS OBISPO, 93405	157	3.0	112025
2008	Skeletal Procedures	Spinal Fusions (any level)	San Luis Obispo	TWIN CITIES COMMUNITY HOSPITAL	1100 LAS TABLAS ROAD, TEMPLETON, 93465	11	3.0	129214
2008	Skeletal Procedures	Spinal Fusions (any level)	San Mateo	KAISER FND HOSP - REDWOOD CITY	1150 VETERANS BOULEVARD, REDWOOD CITY, 94063	106	1.0	0
2008	Skeletal Procedures	Spinal Fusions (any level)	San Mateo	MILLS-PENINSULA MEDICAL CENTER	1501 TROUSDALE DRIVE, BURLINGAME, 94010	16	3.0	92816
2008	Skeletal Procedures	Spinal Fusions (any level)	San Mateo	SAN MATEO MEDICAL CENTER	222 WEST 39TH AVENUE, SAN MATEO, 94403	3	1.0	32966
2008	Skeletal Procedures	Spinal Fusions (any level)	San Mateo	SEQUOIA HOSPITAL	170 ALAMEDA DE LAS PULGAS, REDWOOD CITY, 94062	29	1.0	92104
2008	Skeletal Procedures	Spinal Fusions (any level)	San Mateo	SETON MEDICAL CENTER	1900 SULLIVAN AVENUE, DALY CITY, 94015	191	5.0	167257
2008	Skeletal Procedures	Spinal Fusions (any level)	Santa Barbara	MARIAN MEDICAL CENTER	1400 EAST CHURCH STREET, SANTA MARIA, 93454	67	3.0	153287
2008	Skeletal Procedures	Spinal Fusions (any level)	Santa Barbara	SANTA BARBARA COTTAGE HOSPITAL	320 WEST PUEBLO STREET, SANTA BARBARA, 93105	420	2.0	100915
2008	Skeletal Procedures	Spinal Fusions (any level)	Santa Clara	EL CAMINO HOSPITAL	2500 GRANT ROAD, MOUNTAIN VIEW, 94040	99	1.0	109962
2008	Skeletal Procedures	Spinal Fusions (any level)	Santa Clara	EL CAMINO HOSPITAL LOS GATOS	815 POLLARD ROAD, LOS GATOS, 95032	103	3.0	149980
2008	Skeletal Procedures	Spinal Fusions (any level)	Santa Clara	GOOD SAMARITAN HOSPITAL-SAN JOSE	2425 SAMARITAN DRIVE, SAN JOSE, 95124	129	2.0	118601
2008	Skeletal Procedures	Spinal Fusions (any level)	Santa Clara	KAISER FND HOSP - SAN JOSE	250 HOSPITAL PARKWAY, SAN JOSE, 95119	221	4.0	0
2008	Skeletal Procedures	Spinal Fusions (any level)	Santa Clara	LUCILE SALTER PACKARD CHILDREN'S HOSP. AT STANFORD	725 WELCH ROAD, PALO ALTO, 94304	43	6.0	300442
2008	Skeletal Procedures	Spinal Fusions (any level)	Santa Clara	O'CONNOR HOSPITAL - SAN JOSE	2105 FOREST AVENUE, SAN JOSE, 95128	41	2.0	91451
2008	Skeletal Procedures	Spinal Fusions (any level)	Santa Clara	REGIONAL MEDICAL OF SAN JOSE	225 NORTH JACKSON AVENUE, SAN JOSE, 95116	13	3.0	198775
2008	Skeletal Procedures	Spinal Fusions (any level)	Santa Clara	SANTA CLARA VALLEY MEDICAL CENTER	751 SOUTH BASCOM AVENUE, SAN JOSE, 95128-2699	56	4.0	104630
2008	Skeletal Procedures	Spinal Fusions (any level)	Santa Clara	ST. LOUISE REGIONAL HOSPITAL	9400 NO NAME UNO, GILROY, 95020	16	2.0	83822
2008	Skeletal Procedures	Spinal Fusions (any level)	Santa Clara	STANFORD HOSPITAL	300 PASTEUR DRIVE, PALO ALTO, 94305	482	3.0	136527
2008	Skeletal Procedures	Spinal Fusions (any level)	Santa Cruz	DOMINICAN HOSPITAL-SANTA CRUZ/SOQUEL	1555 SOQUEL DRIVE, SANTA CRUZ, 95065	98	4.0	112024
2008	Skeletal Procedures	Spinal Fusions (any level)	Santa Cruz	SUTTER MATERNITY AND SURGERY CENTER OF SANTA CRUZ	2900 CHANTICLEER AVENUE, SANTA CRUZ, 95065	3	1.0	50374
2008	Skeletal Procedures	Spinal Fusions (any level)	Santa Cruz	WATSONVILLE COMMUNITY HOSPITAL	75 NIELSON STREET, WATSONVILLE, 95076	101	3.0	152102
2008	Skeletal Procedures	Spinal Fusions (any level)	Shasta	MERCY MEDICAL CENTER - REDDING	2175 ROSALINE AVENUE, REDDING, 96001	230	2.0	96151
2008	Skeletal Procedures	Spinal Fusions (any level)	Shasta	PATIENTS' HOSPITAL OF REDDING	2900 EUREKA WAY, REDDING, 96001	33	2.0	33590
2008	Skeletal Procedures	Spinal Fusions (any level)	Shasta	SHASTA REGIONAL MEDICAL CENTER	1100 BUTTE STREET, REDDING, 96049-6072	65	3.0	117814
2008	Skeletal Procedures	Spinal Fusions (any level)	Siskiyou	MERCY MEDICAL CENTER MT. SHASTA	914 PINE STREET, BOX 239, MOUNT SHASTA, 96067	37	3.0	82604
2008	Skeletal Procedures	Spinal Fusions (any level)	Solano	NORTH BAY MEDICAL CENTER	1200 B. GALE WILSON BLVD., FAIRFIELD, 94533	25	2.0	102276
2008	Skeletal Procedures	Spinal Fusions (any level)	Solano	SUTTER SOLANO MEDICAL CENTER	300 HOSPITAL DRIVE, VALLEJO, 94590	16	5.0	122729
2008	Skeletal Procedures	Spinal Fusions (any level)	Sonoma	PETALUMA VALLEY HOSPITAL	400 NORTH MC DOWELL BOULEVARD, PETALUMA, 94954	14	3.0	131898
