id,heading,body,price,neighborhood,external_url,timestamp,created_at,updated_at
597,1 block from L LORIMER BRAND NEW BIG 1 BED MODERIN DESIGN HHW  ,"
 BRAND NEW APT
HUGE LEAVING ROOM
HUGE BEDROOM
MODERN DESIGN
SUPPER IN THE BUILDING
CALL FOR DETAILS WILL SEND YOU PIC
 ",2200,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4887884169.html,1424828923,2015-02-25 17:19:16.929121,2015-02-25 17:19:16.929121
598,---VERY HIGH END----3 BED APT---ALL NEW---STEPS TO A C TRAINS----,"
 Fulton St @ Brooklyn Ave Newly renovated fabulous 3 br apt Updated kitchen with All SS appliances Large living room Great closet space Marble bath with soaking tub Great size windows that brings lots of natural lights Great size bedrooms High ceilings Beautiful 2 sky lights Hardwood floors Located in a great area!!!Near restaurants, good bars,grocery,super market and much more!! Walking distance to A&amp;amp;C trains @Nostrand stop ~Good credit &amp;amp; income are required~pets friendly~guarantors welcome~ Wont last for long !contact me today for viewing
 2012 and site 2012 2012 178576&Acirc;&deg;W&iuml;&raquo;&iquest;
 ",2799,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4887850208.html,1424828880,2015-02-25 17:19:17.148274,2015-02-25 17:19:17.148274
599,ACTUAL PHOTOS :: True 4BR/1.5BABig Living AreaLaundryRoof,"
 Not what you`re looking for? Out of your price range? CALL - I have plenty of listings!
2BRs - 3BRs - 4BRs | Buswick, EastWilliamsburg, Williamsburg, Crown Heights &amp; More!
.........................................................................................................................................................
* 249 Jefferson Street *
(Jefferson @ Knickerbocker Ave)
// Beautiful 4BR-1.5Bath Unit Available!
// Near the MORGAN or JEFFERSON (L) train stops
NO FEE :: CALL MATT ~
------------------------------------------
~New Building (Renovated 2 years ago)
~Beautiful Spacious Apartments + Great natural light
~Roof Access with Skyline View
~Laundry Room in the basement of the building
~Great Area: Tons of bars, Restaurants and 24/7 shops
------------------------------------------
NO FEE :: CALL / Message Matt ASAP
 ",3750,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4896122901.html,1424828148,2015-02-25 17:19:17.398451,2015-02-25 17:19:17.398451
600,LUXURY 3BRLUXURY 3BRLAUNDRYPARKINGGYM BACK YARD,"
 super large 3 bedroom
great location
this is a must see
*
3 large rooms
large new kitchen
hard wood floors
super high ceilings
1.5 bathroom
*
on site laundry room and hook up
priavte back yard
on site door man, gym, roof access, elervator access,off street parking, recraetion room
*
showing now
for more infomation contact Abe -
 ",4000,USA-NYM-FOT,http://newyork.craigslist.org/brk/abo/4906351334.html,1424827528,2015-02-25 17:19:17.637621,2015-02-25 17:19:17.637621
601,New Listing Gut Renod 2 bedroom 2 bath in Prime Bushwick No Fee,"
 #$
-2 big bedrooms
-2 bathrooms
-separate living room
-stainless steel kitchen
-windows and closets in both rooms
-hardwood floors
Good credit and income or guarantors ok!
Heat and hot water included!
*Not exactly what you`re looking for? I have tons of no fee listings all over Bushwick, BedStuy and Williamsburg! Get in touch!
dekalb jefferson
 ",2599,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4906333428.html,1424826611,2015-02-25 17:19:17.793733,2015-02-25 17:19:17.793733
602,1 block from L LORIMER BRAND NEW BIG 1 BED MODERIN DESIGN HHW  ,"
 BRAND NEW APT
HUGE LEAVING ROOM
HUGE BEDROOM
MODERN DESIGN
SUPPER IN THE BUILDING
CALL FOR DETAILS WILL SEND YOU PIC
 ",2300,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4864794543.html,1424828948,2015-02-25 17:19:18.019893,2015-02-25 17:19:18.019893
603,private backyard BEAUTIFUL APT3 BIG BDRMS  LOVELY BACKYARD,"
 big apt
laundry
many more call for details
 ",2525,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4869566546.html,1424828933,2015-02-25 17:19:18.297090,2015-02-25 17:19:18.297090
604,WOWMINFROM L BEDFORDPRIVATE ENTRANCE/FRONTYARD BRAND NEW  ,"
 THIS WONDERFUL APARTMENT INCLUDES:
BEAUTUFUL LIVING ROOM
NICE KITCHEN
2 NICE BEDROOMS
TILED BATHROOM
WOOD FLOORS
HIGH CEILINGS
ALL APPLIANCES
SUPER ON PREMISES
GREAT LOCATION NEAR L TRAIN
CALL NOW SAM @
TO SCHEDULE A VIEWING
 ",3600,,http://newyork.craigslist.org/brk/abo/4895003366.html,1424828437,2015-02-25 17:19:18.539263,2015-02-25 17:19:18.539263
605,---HUGE DUPLEX--3BR-1.5BATH-BACK YARD--FAMILY WELCOME---,"
 perfect for students or roommeates OR FAMILY
 huge duplex - ground floor + back yard 3br + 1.5 bath
 prime&amp;nbsp;bedstuy..........
 new kitchen with stainless steel appliances
 granite counter top
 new bath with modern vanity
 hardwood floor
 short walk to G.J.M.Z. trains
 move in&amp;nbsp; MARCH 1ST.
 pet friendly!!!!!!!!!!!!
 good credit and income welcome .......guarantors welcome
 to schedule a viewing call or text
 location :
 Lafayette Ave and Lewis ave
 THE BEST IN BROOKLYN &amp;nbsp;
 ",2995,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4906342388.html,1424827070,2015-02-25 17:19:18.700377,2015-02-25 17:19:18.700377
606,Cozy 1Bdrm with private entrance and Yrd Space Heat/Hotwater includ.,"
 Private Entrance
Fenced Front
Basement
One Bedroom
Back Yard
Heat and Hot water
Close to G train
Call/txt David for Details and Viewing
 ",1800,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4876057778.html,1424828946,2015-02-25 17:19:18.957558,2015-02-25 17:19:18.957558
607,Fabulous 2 BR Apt----BRAND NEW---SS APPLIANCES--OVER SIZE BR--P.YARD,"
 Marion St &amp;amp; Howard Amazing 2 bed apt just got renovated Brand new kitchen w/ SS appliances Spacious living room Over size bedrooms Great size windows that brings lots of natural lights Great closet space Exposed brick Large back yard Short walk to A&amp;amp;C trains ~Good credit &amp;amp; income are required~pets friendly~guarantors welcome~ Wont last for long!! contact me today for viewing
 Ayelet 71&Acirc;&deg;48&acirc;&euro;&sup2;55&acirc;&euro;&sup3;W&iuml;&raquo;&iquest; School is School Upper
 ",2298,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4896410378.html,1424828567,2015-02-25 17:19:19.204734,2015-02-25 17:19:19.204734
608,AMAZING TWO-BEDROOM APARTMENT IN A  NEW LUXURY BUILDING,"
 Beautiful new construction 2 bedroom in Clinton Hill.
2 Br 1 Bath Balcony High Ceilings Video Intercom Central A/C Pets Allowed, Pet deposit of $500 for dog/cats
Dishwasher Microwave Stainless Steel Appliances Stone Counter tops Washer Dryer Hardwood Floors Unit ... has own gas and electric meter
Call to preview 347 979 71 21
 ",3000,USA-NYM-FOT,http://newyork.craigslist.org/brk/abo/4877052788.html,1424827530,2015-02-25 17:19:19.500943,2015-02-25 17:19:19.500943
609,SummerTime Special No Brokers Fee 1 Bedrooms Next To Brighton Beach  Walkable ,"
 SummerTime Special No Brokers Fee 1 Bedrooms Next To Brighton Beach !! Walkable To B + Q Trains !! Listing ID #: 95725 Price: $2,350 Property Type: Apartment Bedrooms: 2.0 Bathrooms: 1.0 Pets: Pets OK Elevator Subway Laundry Shares OK Dining Room Dishwasher Washer Hardwood High Ceilings Renovated Marble Bath Granite Kitchen Light NO FEE Eat In Kitchen Walk In Closet Gorgeous Fully Gut-Renovated Apartment Located Just Steps From The Water! Apartment Features: Brand New Stainless Steel Appliances, Granite Countertops With Dishwasher, Ceiling Fans, Brand New Hardwood Floors And Fully Renovated Brand New Marble Bathroom. BUILDING AMENITIES Live in Super Elevator Laundry in Building Pets Allowed Parking Available For Rent !! No Brokers Fee, Limited Time Offer !! Contact Information: Kenneth Beak Cell:718-678-5358 Licensed Real Estate Agent Email:Kenneth@HillelRealtyGroup.com Can Call, Text Or Email For A Showing Now ! &amp;nbsp; Kenneth Beak Phone: 718-678-5358 Mobile: 718-678-5358 Fax: 718-456-7188 Email: Kenneth@HillelRealtyGroup.com Hillel Realty Group &amp;nbsp; 718-678-5358 &amp;nbsp; 718-678-5358 &amp;nbsp; FAX 718-456-7188 &amp;nbsp; Kenneth@HillelRealtyGroup.com POSTED BY REALTYMX&amp;trade; To view, call or text Kenneth Beak at 718-678-5358 &amp;nbsp; &amp;nbsp;
 ",2350,,http://newyork.craigslist.org/brk/nfb/4906373333.html,1424828724,2015-02-25 17:19:19.728105,2015-02-25 17:19:19.728105
610,SPACIOUSBEAUTIFUL APT3 BIG BDRMSBASEMENT  LOVELY BACKYARDL TRAIN,"
 WONDERFUL APARTMENT FOR THE RIGHT INDIVIDUAL...
SPACIOUS, BIG APT INCLUDES:
BEAUTIFUL LIVING ROOM
NICE KITCHEN
COMFORTABLE BASEMENT!!!
TILED BATHROOM
WOOD FLOORS IN APT
ALL APPLIANCES
HEAT &amp; HOT WATER INCLUDED
GRAB A BARGAIN CALL NOW !!! SAM @
 ",3300,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4885119006.html,1424828934,2015-02-25 17:19:19.881242,2015-02-25 17:19:19.881242
611,Actual 3BR - Big Rooms - Big Living Space - 1.5Baths - Laundry  ROOF,"
 *249 Jefferson Street *
(Jefferson @ Knickerbocker Ave)
// Beautiful 3BR-1.5Bath Unit Available!
// Near the MORGAN or JEFFERSON (L) train stops
NO FEE :: CALL MATT ~
------------------------------------------
~New Building (Renovated 2 years ago)
~Beautiful Spacious Apartments + Great natural light
~Roof Access with Skyline View
~Laundry Room in the basement of the building
~Great Area: Tons of bars, Restaurants and 24/7 shops
------------------------------------------
NO FEE :: CALL / Message Matt ASAP
 ",3250,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4906345448.html,1424827225,2015-02-25 17:19:20.095367,2015-02-25 17:19:20.095367
612,STOP LOOKING MOVE IN now NEXT TO L TRAIN BRAND NEW DONT MISS IT,"
 THIS WONDERFUL APARTMENT INCLUDES:
BEAUTUFUL LIVING ROOM
NICE KITCHEN
2 NICE BEDROOMS
TILED BATHROOM
WOOD FLOORS
HIGH CEILINGS
ALL APPLIANCES
SUPER ON PREMISES
GREAT LOCATION NEAR L TRAIN
CALL NOW RIKI@
TO SCHEDULE A VIEWING
 ",2300,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4873281908.html,1424828945,2015-02-25 17:19:20.389576,2015-02-25 17:19:20.389576
613,NO FEEBeautiful 3 Bedrooms Apt. 1 BATH..Exposed BrickGREAT NO,"
 *Brooklyn Luxury Rentals*
 Absolutely No FEE!!!
 YOU GOTTA SEE THIS
 High Ceilings
 Lots of natural light
 Owner Pays Fee till End Of Feb!
 LARGE 3 BED
 Call / txt the to schedule a private tour:
 Fabio- 6.4.6.3.6.3.5.6.3.2
************************************************
Fast approval process with correct documents
Please have verifiable income and healthy credit.
Guarantors/Co-signers welcome
Pets welcomed
Price is based on a 16 month net effective lease with ONE MONTH FREE!!!. 12 month leases also available.
 ",2799,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4902484928.html,1424828189,2015-02-25 17:19:20.691789,2015-02-25 17:19:20.691789
614,South 3rd - WILLIAMSBURG - gorgeous sunny 2 bed, no fee,"
 INCREDIBLE 2 bed in a pre-war --- South Williamsburg
Two large sunny bedrooms
gorgeous hardwood floors
tons of natural light
heat and hot water inc.
massive roofdeck
NO FEE
call or text TOM for a viewing
no fee
nofee
 ",2750,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4885471896.html,1424828452,2015-02-25 17:19:20.834892,2015-02-25 17:19:20.834892
615,MASSIVE 2 BR ALL NEW RENOVATIONS  STORAGE / W  D J M A C TRAINS,"
 Large 2 bedroom
hardwood floors
high ceilings
lots of sunlight
extra closets
 Many windows
updated kitchen
tiled bathroom
Washer / dryer / Storage place in building
Trains J M Z A C trains
Super on site
Good credit and proof of income required:
Call.Text
Please text if i dont answer.
 ",1850,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4906334765.html,1424826680,2015-02-25 17:19:21.097079,2015-02-25 17:19:21.097079
616,Gorgeous 2bed apt  d.washer laundryUtilitie sinc,"
 Contact info: MARK | next door reallty |
 Large 2 bed apt(( d,washer** w&amp;amp;dryer in unit** utilities inc** prospect park
 &amp;nbsp;Ocean Pkwy&amp;nbsp; at 18th Street 2ghs, Brooklyn, NY 11218
 KEY FEATURES Bedrooms: 2 Beds Bathrooms: 1 Bath Lease Duration: 1 Year Deposit: $0 Pets Policy: Cats &amp;amp; Dogs OK Laundry: In Unit Property Type: Apartment DESCRIPTION
Beautiful Spacious 2 bedrooms apt state of art kitchen with SS Appliances + d.washer Heat and hot water included in the rent hardwood floors lots of windows Elevator in the building ` Ocean parkway at 18th St Please call or text -347-485-37-94 RENTAL FEATURES
 Living room
 Range / Oven
 Refrigerator
 Dishwasher
 Microwave
 Stainless steel appliances
 Freezer
 Cable-ready
 Hardwood floor COMMUNITY FEATURES
 New property
 Elevator Contact info: MARK next door reallty
 } below below below point
 ",2749,USA-NYM-PKS,http://newyork.craigslist.org/brk/abo/4906353620.html,1424827646,2015-02-25 17:19:21.289215,2015-02-25 17:19:21.289215
617,BEAUTIFUL LUXURIOUS MODERN APARTMENT,"
 Spacious 3 Bedroom rail road styled apartment located in Bedford-Stuyvesant.
 Lots of closet space. New wood floors. Newly tiled bathroom and new kitchen cabinets.
Located near the G train . To view call Aga
 ",2200,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4876087744.html,1424828661,2015-02-25 17:19:21.430315,2015-02-25 17:19:21.430315
618,crazy large leaving space right by the jmz gats stop brand new  hh,"
 THIS WONDERFUL APARTMENT INCLUDES:
BEAUTUFUL LIVING ROOM
NICE KITCHEN
2 NICE BEDROOMS
TILED BATHROOM
WOOD FLOORS
HIGH CEILINGS
ALL APPLIANCES
SUPER ON PREMISES
GREAT LOCATION NEAR L TRAIN
CALL NOW SAM @
TO SCHEDULE A VIEWING
 ",1895,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4864868238.html,1424828946,2015-02-25 17:19:21.570421,2015-02-25 17:19:21.570421
619,You ONLY Need to See This One Building,"
 SLEEK, Stylish And SEXY
All the Comfort Built Into One
***NO FEE***THREE BED APT
3 bedroom apartment in a great location !!!
from L / M train station
All new Renovated:
*Beautiful hardwood floor
*Full size Refrigerator
*Dishwasher
*Microwave
*Oven
The rooms almost completely equal in size, 1.5 Bathrooms, lots of natural light
Within a 5-minute walk there: giant Supermarket , Dali, pizza place, nail salon, Bank of America, McDonald`s, clothing stores and more ....
Fast approval process with correct documents
Please have verifiable income and healthy credit.
Guarantors/Co-signers welcome
Pets welcomed
I work for NYC`s largest NOFEE landlord, with over 100+ NOFEEE Pet friendly buildings all over Brooklyn and Harlem
 ",3100,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4902465742.html,1424828167,2015-02-25 17:19:21.716519,2015-02-25 17:19:21.716519
620,EXTRA LARGE ROOMS IN A BRAND NEW APT RIGHT BY JMZ GATS MOVE IN FEB 1,"
 BEAUTIFUL SPACIOUS LIVING ROOM
NICE KITCHEN WITH ALL APPLIANCES
BIG BIG BEDROOM
TILED BATHROOM
WOOD FLOORS
VERY SUNNY APT
HEAT + HOT WATER INCLUDED
MOVE IN FEB 1
CALL NOW GRAB THE DEAL!!
SAM -
 ",1950,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4898671002.html,1424828437,2015-02-25 17:19:21.849613,2015-02-25 17:19:21.849613
621,Charming 3Br off Franklin Av ; Easy Commute ; Outdoor space,"
 For More Info Call
______________________________________________________________________
Stunning 3 Bedroom
Roomy Bedrooms W/Windows
Great Sized Living Room / Kitchen Split
Modern Bath
Backyard
H&amp;HW Incl
Awesome Location Off Franklin Ave... Super Easy Commute And Plenty Of Great Spots To Eat, Drink And Have Fun
NO FEE
For More Info Call
Good Income And Credit In Good Standing Required
Will Work With Qualified Cosigner
______________________________________________________________________
w3ox8nu71e HKDgbeKGKS nc8sl WIDrtnaZIm
 ",2650,USA-NYM-FOT,http://newyork.craigslist.org/brk/abo/4906352075.html,1424827566,2015-02-25 17:19:22.029740,2015-02-25 17:19:22.029740
622,WOW HUGE 2 BEDROOM 1 small room BIG LEAVING ROOM NEXT TO L morgan,"
 BRAND NEW BUILDING WITH THE LATEST AMENITIES AND MODERN DETAILS.
&Atilde;&cent;&acirc;&sbquo;&not;&Acirc;&cent; HIGH CEILINGS
&Atilde;&cent;&acirc;&sbquo;&not;&Acirc;&cent; FABULOUS MODERN KITCHEN
&Atilde;&cent;&acirc;&sbquo;&not;&Acirc;&cent; DISHWASHER
&Atilde;&cent;&acirc;&sbquo;&not;&Acirc;&cent; WIDE WINDOWS
&Atilde;&cent;&acirc;&sbquo;&not;&Acirc;&cent; COURTYARD
&Atilde;&cent;&acirc;&sbquo;&not;&Acirc;&cent; DECK/PATIO
&Atilde;&cent;&acirc;&sbquo;&not;&Acirc;&cent; CABLE READY/HIGH SPEED INTERNET
CALL NOW SAM
 ",2800,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4869372854.html,1424828932,2015-02-25 17:19:22.182850,2015-02-25 17:19:22.182850
623,Super Serious - Dont Miss ThisCozy TRUE 3BRNext to MORGAN L,"
 *Knickerbocker Ave btwn Grattan &amp; Thames*
2 blocks from the MORGAN (L) stop
----------------------------
*Real 3BR + Great Living Space
*Roof Access
*Near shops, restaurants, bars, laundry etc.
*Truly great location
---------------------------
Call :: NO FEE ::
I have plenty of listings - Just Call!
---------------------------
 ",3150,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4872990149.html,1424828809,2015-02-25 17:19:22.483068,2015-02-25 17:19:22.483068
624,True 3BR-1.5BA // Big Living Space // GREAT AREA// Roof Laundry,"
 * 249 Jefferson Street *
- Jefferson Street &amp; Knickerbocker Ave -
// Beautiful 3BR-1.5Bath Unit Available!
// Near the MORGAN or JEFFERSON (L) train stops
NO FEE :: CALL MATT
------------------------------------------
~New Building (Renovated 2 years ago)
~Beautiful Spacious Apartments + Great natural light
~Roof Access with Skyline View
~Laundry Room in the basement of the building
~Great Area: Tons of bars, Restaurants and 24/7 shops
------------------------------------------
NO FEE :: CALL / Message Matt ASAP
 ",3299,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4890782211.html,1424828628,2015-02-25 17:19:22.632171,2015-02-25 17:19:22.632171
625,1BR close to A, C available now,"
 1 Bedroom with separate kitchen and full size living room available in crown heights Brooklyn for immediate move in.
Close to A, C subway line.
Well lit and beautiful exposed brick on one wall.
Please contact me to set up a time to come view the apartment.
 ",1400,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4906350658.html,1424827492,2015-02-25 17:19:22.843324,2015-02-25 17:19:22.843324
626,No Fee  LARGE LOFT  Large LivingRoom Bright  Gorgeous  Lot Windows,"
 LARGE LOFT WITH 2 BEDROOMS
Great area for displaying arts and pictures;
beautiful hardwood floors, great kitchen with beautiful appliances, large bedrooms with lots of closets and lovely bathroom.
Within walking distance to a variety of local cuisines; right at the L train MORGAN and only 10 mins to Manhattan
 TOO GOOD AN OPPORTUNITY TO PASS UP. Please call to schedule viewing
Right at the L train MORGAN AVE STOP
 Apartment Features:
 - New kitchen
 - New appliances
 - Modern bathroom
 - Hardwood floors
 - Exposed brick
 - Recently renovated
 - Intercom- Closet
 - Cable-ready
 Building Amenities:
 - Live-in Super
 - Pre-war building
 - Laundromat nearby
 - Restaurants nearby
 - Shopping nearby
 - Near subway
 - Playground nearby
 - School nearby
 - Near public transit
 - Park nearby
Right at the L train MORGAN stop
 This beauty will Go Fast so call me now to schedule viewing; Joey at
ARTIST LOFT l bedford l lorimer l grand l montrose high ceiling l morgan loft l jefferson HUGE open lof roof access laundry
 ",2600,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4906370771.html,1424828581,2015-02-25 17:19:22.994427,2015-02-25 17:19:22.994427
627,GREAT 3br  AMAZING Location  Brand NEW Building  20 min to City,"
 Call or Text 917-239-O456
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
Amazing Three Br Great Common Area 1.5 Bath
Central Air And Heat
Modern and Functional Kitchen
Beautifully Tilled Bathrooms with Deep Tub
Best Neighborhood in the World According to Vogue and Everyone Else
Pet Friendly Building
First Month`s Rent &amp; Security Only... No Brokers Fee
Call or Text Anytime 917-239-O456
Landlord Requires Annual Income Of About 40X Monthly Rent And Credit In Good Standing
Cosigners Accepted
\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\\
2909uvz5jnm mobSCHOWY9 zg3hnru 1m8sahGa3c
 ",2899,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4906346878.html,1424827297,2015-02-25 17:19:23.250608,2015-02-25 17:19:23.250608
628,Stunning 3 BED 1 1/2 bath in NEW LUXURY Building Laundry in building,"
 Stunning 3 BED 1 1/2 bath in NEW LUXURY Building!! Laundry in building/ large communal backyard near MLJZ trains
Modern Chic luxury ss appliances
Call, Text or Email Sara ANY time to View
Apt Boasts:
Modern Chic Kitchen Feat. SS Appliances, Stone counters, Microwave and Dishwasher by Fisher &amp; Paykel!
1.5 Gorgeous Modern Bathrooms - for those Hectic mornings ;)
Spacious Bedrooms - Each has a Closet and fits a Queen!
Central AC and Heat unit in Each room! - Your in control
Large Communal Backyard!
Laundry in the building
Conveniently located in Prime Bushwick, Right off of Knickerbocker St steps from Plenty of Awesome Restaurants, Bars and Coffee shops! And close to the M, L, J and Z Trains!!
For more INFO or to VIEW Call / Text Sara
*Please note: Unit is under final renovations, most pictures are of ACTUAL unit, some pictures are from another building from the same landlord and similar finishing for illustration purposes only
** Applicants should have GOOD credit and make 40x the Monthly rent Guarantors accepted ***
 ",2899,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4906343816.html,1424827142,2015-02-25 17:19:23.548827,2015-02-25 17:19:23.548827
629,WOW HUGE 2 BEDROOM 1 small room BIG LEAVING ROOM NEXT TO L morgan,"
 BRAND NEW BUILDING WITH THE LATEST AMENITIES AND MODERN DETAILS.
&Atilde;&cent;&acirc;&sbquo;&not;&Acirc;&cent; HIGH CEILINGS
&Atilde;&cent;&acirc;&sbquo;&not;&Acirc;&cent; FABULOUS MODERN KITCHEN
&Atilde;&cent;&acirc;&sbquo;&not;&Acirc;&cent; DISHWASHER
&Atilde;&cent;&acirc;&sbquo;&not;&Acirc;&cent; WIDE WINDOWS
&Atilde;&cent;&acirc;&sbquo;&not;&Acirc;&cent; COURTYARD
&Atilde;&cent;&acirc;&sbquo;&not;&Acirc;&cent; DECK/PATIO
&Atilde;&cent;&acirc;&sbquo;&not;&Acirc;&cent; CABLE READY/HIGH SPEED INTERNET
CALL NOW SAM
 ",3500,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4864827687.html,1424828933,2015-02-25 17:19:23.745960,2015-02-25 17:19:23.745960
630,VERY NICE NEW FRESH COZY 1 BRSEPARATE LIVING ROOM  NO FEE,"
 **NO FEE***
This apartment features Separate Large living room,
SEPARATE bedroom,
SEPARATE kitchen!!
Hardwood Floors!!
Lots of closet space!!
Freshly painted!!
Big windows in all rooms which makes the apartment nice and sunny!!
Great location !!!!
Near 2 &amp; 5 by Beverley rd, just 1 block walk!!
25 min to the city express!!
Bars, Restaurants, Caf&eacute; &amp; Laundromat in area!!
Rent is $1299, Heat &amp; hot water included!!
It`s a Great Deal so grab it while it`s still on the market!!
No brokers Fee so call or text to set up your viewing right away @
!!!
 ",1299,,http://newyork.craigslist.org/brk/abo/4902962918.html,1424828319,2015-02-25 17:19:23.904074,2015-02-25 17:19:23.904074
631,Spacious 1Br  Brand New  Laundry  Amazing Rooftop,"
 To View, Please Call
[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[
High-End, Brand New Construction
Sunny 1Br
A/C &amp; Heat Set For Each Room Separately
Beautifully Tiled Bathroom W/Window
Ample Closet Space
On Site Laundry
Rooftop With Stunning View
Pet Friendly Building
Easy Commute With A &amp; C Trains
One Month of Rent And 1 Month of Security Only To Move In... No Brokers Fee And No Last Month
To View, Please Call
Annual Income Of Approximately 40x Monthly Rent And Credit In Good Standing Required
You Can Provide A Qualified Cosigner
[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[
Net Price Advertised
[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[[
e1ui4bp87 opRfswK0Tv hg50fndu 1kR2speZ1U
 ",1950,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4906317338.html,1424825802,2015-02-25 17:19:24.052179,2015-02-25 17:19:24.052179
632,WOW BRAND NEW HUGE SUNNY BIG 1 BED HHW JMZ TRAIN MOVE IN NOW  ,"
 BEAUTIFUL SPACIOUS LIVING ROOM
NICE KITCHEN WITH ALL APPLIANCES
BIG BIG BEDROOM
TILED BATHROOM
WOOD FLOORS
VERY SUNNY APT
HEAT + HOT WATER INCLUDED
MOVE IN AUGUST 1ST
CALL NOW GRAB THE DEAL!!
BEN -
 ",1490,USA-NYM-BUH,http://newyork.craigslist.org/brk/abo/4885100757.html,1424828922,2015-02-25 17:19:24.217298,2015-02-25 17:19:24.217298
633,STOP LOOKING MOVE IN now NEXT TO L TRAIN BRAND NEW DONT MISS IT,"
 THIS WONDERFUL APARTMENT INCLUDES:
BEAUTUFUL LIVING ROOM
NICE KITCHEN
2 NICE BEDROOMS
TILED BATHROOM
WOOD FLOORS
HIGH CEILINGS
ALL APPLIANCES
SUPER ON PREMISES
GREAT LOCATION NEAR L TRAIN
CALL NOW RIKI@
TO SCHEDULE A VIEWING
 ",2300,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4893268152.html,1424828944,2015-02-25 17:19:24.391418,2015-02-25 17:19:24.391418
634,private backyard BEAUTIFUL APT3 BIG BDRMS  LOVELY BACKYARD,"
 big apt
laundry
many more call for details
 ",2525,USA-NYM-BDS,http://newyork.craigslist.org/brk/abo/4884877349.html,1424828932,2015-02-25 17:19:24.536522,2015-02-25 17:19:24.536522
635,COZYSUNNYHIGH CEILINGmove in 15NEAR JMZ TRAIN  marcy,"
 THIS PERFECT COZY APARTMENT INCLUDES:::
NICE KITCHEN WITH ALL APPLIANCES
2 NICE BIG SUNNY BEDROOM!!
TILED FRESH BATHROOM
HARD WOOD FLOORS IN APT.
GREAT SUPER ON PREMISES
GREAT LOCATION!!!!!! NEAR ALL SHOPS &amp; DELI`S
RIGHT NEAR JMZ TRAINS
HEAT + HOT WATER INCLUDED
CALL NOW DON`T MISS THIS OPPORTUNITY!!!!
RICKIE @
 ",2700,USA-NYM-WIU,http://newyork.craigslist.org/brk/abo/4885101319.html,1424828945,2015-02-25 17:19:24.780695,2015-02-25 17:19:24.780695
636,1 Bedroom Apt. $1250.00,"
 1 bedroom-Second floor- ideal for one person near all transportation, shopping and restaurants.
1 Year lease with annual renewals; near trains F Q N D; Laundromat , supermarkets, grocery stores, restaurants right across street and more all nearby walking distance
No pets, no smoking
Credit check, confirm employment, and references will be confirmed by LL.
Heat and hot water included.
MUST HAVE EXCELLENT CREDIT .VERIFIABLE INCOME (W2`s OR PAY STUBS).
 ",1250,USA-NYM-GRV,http://newyork.craigslist.org/brk/abo/4906377382.html,1424828947,2015-02-25 17:19:24.910806,2015-02-25 17:19:24.910806
